word_id;word
wd_52607;ABILITY
wd_61211;ACADEMIC
wd_72649;ACCESS
wd_11850;ACCOUNT
wd_87134;ACTION
wd_09510;ACTIVITY
wd_53088;ACTRESS
wd_74412;ADDITION
wd_46173;ADDRESS
wd_01365;ADVANCE
wd_60723;ADVANTAGE
wd_73638;ADVENTURE
wd_86794;ADVICE
wd_07825;AFFAIR
wd_39647;AFTERNOON
wd_41889;AGENCY
wd_69439;AGENDA
wd_50563;AGREEMENT
wd_66697;AIRCRAFT
wd_82639;AIRLINE
wd_33336;AIRPORT
wd_85855;ALCOHOL
wd_83866;AMBITION
wd_42242;AMOUNT
wd_79956;ANALYSIS
wd_62366;ANIMAL
wd_78743;ANSWER
wd_69272;APARTMENT
wd_29040;APPEAL
wd_90088;APPROACH
wd_91862;APPROVAL
wd_12169;ARCHITECT
wd_24532;ARGUMENT
wd_50347;ARRIVAL
wd_69141;ARTICLE
wd_57553;ARTIST
wd_51390;ASPECT
wd_78287;ASSISTANT
wd_62592;ATHLETE
wd_44132;ATTENTION
wd_08222;ATTITUDE
wd_42583;AUDIENCE
wd_76249;AUGUST
wd_80770;AUTHOR
wd_60683;AUTHORITY
wd_66499;AUTUMN
wd_37573;AVERAGE
wd_27772;BACTERIA
wd_87281;BALANCE
wd_30209;BANANA
wd_16123;BARRIER
wd_74234;BASEBALL
wd_85836;BATHROOM
wd_52758;BATTERY
wd_81039;BATTLE
wd_38280;BEAUTY
wd_35181;BEDROOM
wd_45759;BEGINNING
wd_64789;BELIEF
wd_19852;BENEFIT
wd_79273;BETTER
wd_73865;BICYCLE
wd_13106;BIOLOGY
wd_86889;BIRTHDAY
wd_38565;BISCUIT
wd_71472;BORDER
wd_92599;BOTTLE
wd_20296;BOTTOM
wd_22714;BRANCH
wd_59022;BREAKFAST
wd_09201;BREAST
wd_93855;BREATH
wd_98655;BREATHING
wd_70895;BRIDGE
wd_44656;BROADCAST
wd_21470;BROTHER
wd_97232;BUBBLE
wd_96682;BUDGET
wd_33139;BUILDING
wd_90537;BULLET
wd_16440;BUSINESS
wd_35123;BUTTER
wd_06554;BUTTON
wd_24727;CAMERA
wd_68458;CAMPAIGN
wd_04592;CAMPING
wd_54380;CAMPUS
wd_87121;CANCER
wd_50675;CANDIDATE
wd_14632;CAPACITY
wd_54769;CAPITAL
wd_11280;CAPTAIN
wd_72725;CAPTURE
wd_81728;CAREER
wd_10234;CARPET
wd_77502;CARROT
wd_54547;CARTOON
wd_86535;CASTLE
wd_54936;CATEGORY
wd_69831;CEILING
wd_23515;CELEBRITY
wd_46110;CENTRE
wd_01400;CENTURY
wd_81665;CEREMONY
wd_31870;CHAIRMAN
wd_64298;CHALLENGE
wd_80187;CHAMPION
wd_84832;CHANCE
wd_09999;CHANGE
wd_31535;CHANNEL
wd_50392;CHAPTER
wd_06060;CHARACTER
wd_47638;CHARGE
wd_59961;CHARITY
wd_55800;CHEESE
wd_56946;CHEMICAL
wd_22602;CHEMISTRY
wd_65273;CHICKEN
wd_79343;CHILDHOOD
wd_20486;CHOCOLATE
wd_94457;CHOICE
wd_00816;CHURCH
wd_82071;CIGARETTE
wd_85517;CINEMA
wd_51274;CIRCLE
wd_28392;CITIZEN
wd_64401;CLASSIC
wd_17265;CLASSROOM
wd_67979;CLAUSE
wd_17334;CLIENT
wd_77152;CLIMATE
wd_38589;CLOTHES
wd_66368;CLOTHING
wd_34568;COFFEE
wd_47949;COLLAPSE
wd_99067;COLLEAGUE
wd_86205;COLLEGE
wd_69427;COLOUR
wd_66638;COLUMN
wd_86143;COMEDY
wd_36535;COMFORT
wd_58462;COMMAND
wd_94656;COMMENT
wd_39022;COMMITTEE
wd_21235;COMMUNITY
wd_98505;COMPANY
wd_01319;COMPLAINT
wd_82671;COMPLEX
wd_61870;COMPONENT
wd_38567;COMPUTER
wd_97702;CONCEPT
wd_85107;CONCERN
wd_02634;CONCERT
wd_09043;CONDITION
wd_41686;CONDUCT
wd_64232;CONSUMER
wd_10147;CONTACT
wd_71178;CONTAINER
wd_20733;CONTENT
wd_42319;CONTEST
wd_38452;CONTEXT
wd_25958;CONTINENT
wd_19899;CONTRACT
wd_03842;CONTRAST
wd_73710;CONTROL
wd_01486;COOKER
wd_61349;COOKING
wd_06186;CORNER
wd_94351;COSTUME
wd_61662;COTTAGE
wd_22409;COTTON
wd_51909;COUNCIL
wd_17759;COUNTRY
wd_63331;COUNTY
wd_93630;COUPLE
wd_93384;COURAGE
wd_30866;COURSE
wd_49707;COUSIN
wd_16133;CREATION
wd_29096;CREATURE
wd_33679;CRISIS
wd_77322;CRITERION
wd_27490;CRITIC
wd_64323;CULTURE
wd_91561;CUPBOARD
wd_52117;CURRENCY
wd_26843;CURRENT
wd_16632;CURTAIN
wd_51922;CUSTOM
wd_70763;CUSTOMER
wd_68629;DAMAGE
wd_08931;DANCER
wd_21318;DANCING
wd_80813;DAUGHTER
wd_81827;DEBATE
wd_03001;DECADE
wd_41024;DECISION
wd_40065;DECLINE
wd_80205;DECREASE
wd_10584;DEFEAT
wd_80656;DEFENCE
wd_91158;DEGREE
wd_46273;DELIGHT
wd_53541;DELIVERY
wd_42377;DEMAND
wd_21283;DENTIST
wd_15310;DEPARTURE
wd_55840;DESERT
wd_05177;DESIGN
wd_32804;DESIGNER
wd_04409;DESIRE
wd_50711;DETAIL
wd_51299;DETECTIVE
wd_15032;DEVICE
wd_93014;DIAGRAM
wd_56710;DIALOGUE
wd_72972;DIAMOND
wd_46564;DINNER
wd_04589;DIRECTION
wd_72619;DIRECTOR
wd_88123;DISASTER
wd_08369;DISCOUNT
wd_97324;DISCOVERY
wd_96355;DISEASE
wd_06160;DISLIKE
wd_14054;DISPLAY
wd_08123;DISTANCE
wd_93516;DISTRICT
wd_62543;DIVIDE
wd_05548;DIVISION
wd_75311;DOCTOR
wd_94131;DOCUMENT
wd_74205;DOLLAR
wd_37950;DOWNLOAD
wd_72707;DRAWING
wd_89079;DRIVER
wd_79979;DRIVING
wd_30704;ECONOMY
wd_65919;EDITION
wd_64696;EDITOR
wd_94868;EDUCATION
wd_51103;EFFECT
wd_47449;EFFORT
wd_32595;ELECTION
wd_58353;ELEMENT
wd_20955;ELEPHANT
wd_59324;EMERGENCY
wd_91796;EMOTION
wd_59587;EMPHASIS
wd_33380;EMPLOYEE
wd_98498;EMPLOYER
wd_69126;ENCOUNTER
wd_36057;ENDING
wd_62984;ENERGY
wd_18121;ENGINE
wd_58135;ENGINEER
wd_10686;ENQUIRY
wd_35487;ENTRANCE
wd_38829;EPISODE
wd_06469;EQUIPMENT
wd_89252;ESCAPE
wd_91294;ESTATE
wd_01189;ESTIMATE
wd_39297;EVENING
wd_00154;EVIDENCE
wd_59343;EXAMPLE
wd_33449;EXCHANGE
wd_82555;EXCUSE
wd_87902;EXECUTIVE
wd_34385;EXERCISE
wd_66901;EXISTENCE
wd_13631;EXPENSE
wd_08552;EXPERT
wd_61135;EXPORT
wd_37123;EXTENT
wd_53185;EXTREME
wd_26475;FACILITY
wd_93702;FACTOR
wd_57369;FACTORY
wd_86933;FAILURE
wd_62954;FAMILY
wd_03843;FARMER
wd_84662;FARMING
wd_81864;FASHION
wd_28125;FATHER
wd_07072;FAVOUR
wd_93889;FAVOURITE
wd_34089;FEATHER
wd_49364;FEATURE
wd_44812;FEBRUARY
wd_50074;FEEDBACK
wd_82512;FEELING
wd_69130;FESTIVAL
wd_90971;FICTION
wd_77653;FIGHTING
wd_07551;FIGURE
wd_73881;FINANCE
wd_73861;FINDING
wd_50350;FINGER
wd_52544;FINISH
wd_34199;FISHING
wd_76368;FITNESS
wd_83381;FLIGHT
wd_16563;FLOWER
wd_28339;FLYING
wd_61671;FOLLOWING
wd_82558;FOOTBALL
wd_98252;FOREST
wd_70676;FORTUNE
wd_23950;FREEDOM
wd_71697;FREQUENCY
wd_18908;FRIDAY
wd_87432;FRIDGE
wd_30443;FRIEND
wd_41842;FUNCTION
wd_46566;FUNDING
wd_00020;FURNITURE
wd_58091;FUTURE
wd_84941;GALLERY
wd_83095;GARAGE
wd_24058;GARDEN
wd_80850;GENTLEMAN
wd_81202;GEOGRAPHY
wd_96025;GOODBYE
wd_03229;GRADUATE
wd_97368;GROUND
wd_19880;GROWTH
wd_61860;GUARANTEE
wd_67423;GUITAR
wd_75385;HANDLE
wd_73600;HAPPINESS
wd_04327;HEADACHE
wd_50245;HEADLINE
wd_31294;HEALTH
wd_82088;HEARING
wd_32859;HEATING
wd_68670;HEAVEN
wd_38596;HEIGHT
wd_34449;HIGHLIGHT
wd_00055;HISTORY
wd_42096;HOCKEY
wd_04840;HOLIDAY
wd_66747;HOMEWORK
wd_47798;HONOUR
wd_57148;HOSPITAL
wd_34459;HOUSEHOLD
wd_27920;HOUSING
wd_31350;HUMOUR
wd_52324;HUNTING
wd_91008;HURRICANE
wd_99618;HUSBAND
wd_99614;IDENTITY
wd_98729;ILLNESS
wd_81103;IMPACT
wd_51551;IMPORT
wd_13433;INCIDENT
wd_93026;INCOME
wd_24662;INCREASE
wd_20973;INDUSTRY
wd_04219;INFLUENCE
wd_78931;INJURY
wd_71989;INQUIRY
wd_84347;INSECT
wd_44047;INSIDE
wd_30585;INSIGHT
wd_58703;INSTANCE
wd_19202;INSTITUTE
wd_34108;INSURANCE
wd_46262;INTENTION
wd_72753;INTEREST
wd_36625;INTERNET
wd_82024;INTERVIEW
wd_38270;INVENTION
wd_48847;ISLAND
wd_94759;JACKET
wd_47279;JEWELLERY
wd_59905;JOURNAL
wd_60577;JOURNEY
wd_75876;JUDGEMENT
wd_11865;JUSTICE
wd_92094;KEYBOARD
wd_31485;KILOMETRE
wd_84643;KITCHEN
wd_93025;KNOWLEDGE
wd_23455;LABOUR
wd_08685;LANDSCAPE
wd_58991;LANGUAGE
wd_72727;LAPTOP
wd_34069;LATEST
wd_53853;LAUGHTER
wd_62554;LAUNCH
wd_75884;LAWYER
wd_82569;LEADER
wd_62849;LEAGUE
wd_93564;LEARNING
wd_33016;LEATHER
wd_04171;LECTURE
wd_21382;LEISURE
wd_54052;LENGTH
wd_63065;LESSON
wd_73307;LETTER
wd_07807;LIBRARY
wd_27958;LICENCE
wd_14396;LIFESTYLE
wd_58188;LIQUID
wd_42788;LISTENER
wd_73915;LIVING
wd_30067;LOCATION
wd_95726;LUXURY
wd_86648;MACHINE
wd_22001;MAGAZINE
wd_18306;MAJORITY
wd_64157;MANAGER
wd_49395;MANNER
wd_32082;MARKET
wd_24428;MARKETING
wd_62435;MARRIAGE
wd_41593;MASTER
wd_59819;MATERIAL
wd_61545;MATTER
wd_99498;MAXIMUM
wd_19167;MEANING
wd_27517;MEASURE
wd_69474;MEDICINE
wd_54178;MEDIUM
wd_30248;MEETING
wd_04976;MEMBER
wd_40367;MEMORY
wd_29401;MENTION
wd_09840;MESSAGE
wd_59536;METHOD
wd_93243;MIDDLE
wd_51020;MIDNIGHT
wd_35316;MILITARY
wd_88822;MINERAL
wd_53327;MINIMUM
wd_62777;MINISTER
wd_31044;MINORITY
wd_37589;MINUTE
wd_56995;MIRROR
wd_23122;MISSION
wd_00580;MIXTURE
wd_37608;MOBILE
wd_98274;MOMENT
wd_34406;MONITOR
wd_92660;MONKEY
wd_36664;MORNING
wd_29287;MOTHER
wd_66716;MOUNTAIN
wd_53444;MOVEMENT
wd_41800;MURDER
wd_02705;MUSCLE
wd_00937;MUSEUM
wd_95513;MUSICAL
wd_70064;MUSICIAN
wd_24772;MYSTERY
wd_26822;NARRATIVE
wd_30734;NATION
wd_68348;NATIONAL
wd_51303;NATIVE
wd_37225;NATURE
wd_17012;NEEDLE
wd_24684;NEIGHBOUR
wd_40995;NETWORK
wd_18856;NEWSPAPER
wd_06525;NIGHTMARE
wd_61821;NORMAL
wd_63282;NOTICE
wd_64307;NOTION
wd_45514;NUMBER
wd_73161;OBJECT
wd_74078;OBJECTIVE
wd_14167;OCCASION
wd_24586;OFFICE
wd_49166;OFFICER
wd_08148;OFFICIAL
wd_24129;OPENING
wd_21529;OPERATION
wd_70483;OPINION
wd_13658;OPPONENT
wd_52889;OPPOSITE
wd_26600;OPTION
wd_48768;ORANGE
wd_60981;ORGANIZER
wd_14323;ORIGIN
wd_47588;ORIGINAL
wd_68896;OUTCOME
wd_20932;OUTLINE
wd_66316;OUTSIDE
wd_47464;PACKAGE
wd_50004;PAINTER
wd_42300;PAINTING
wd_97363;PALACE
wd_58826;PARAGRAPH
wd_64008;PARENT
wd_43794;PARKING
wd_19824;PARTNER
wd_34342;PASSAGE
wd_63438;PASSENGER
wd_35133;PASSION
wd_65723;PASSPORT
wd_65945;PATIENT
wd_19762;PATTERN
wd_13923;PAYMENT
wd_94109;PENCIL
wd_26108;PENSION
wd_52235;PEOPLE
wd_57493;PEPPER
wd_53652;PERIOD
wd_03218;PERMIT
wd_13235;PERSON
wd_25376;PETROL
wd_56501;PHRASE
wd_02998;PHYSICS
wd_50515;PICTURE
wd_23102;PLANET
wd_76476;PLANNING
wd_34610;PLASTIC
wd_79983;PLATFORM
wd_02760;PLAYER
wd_09796;PLEASURE
wd_40534;POCKET
wd_22393;POETRY
wd_51899;POISON
wd_05372;POLICY
wd_64902;POLLUTION
wd_36753;PORTRAIT
wd_13638;POSITION
wd_13693;POSITIVE
wd_19741;POSTER
wd_10767;POTATO
wd_73620;POTENTIAL
wd_04745;POVERTY
wd_98423;POWDER
wd_42459;PRACTICE
wd_05628;PRAISE
wd_11241;PRAYER
wd_79418;PRESENCE
wd_02434;PRESENT
wd_74405;PRESIDENT
wd_19725;PRESSURE
wd_33953;PRIEST
wd_28527;PRINCE
wd_30783;PRINCESS
wd_65208;PRINCIPLE
wd_36989;PRINTER
wd_69040;PRINTING
wd_39316;PRIORITY
wd_41089;PRIVACY
wd_48668;PROBLEM
wd_85331;PROCEDURE
wd_95944;PROCESS
wd_32174;PRODUCE
wd_50391;PRODUCER
wd_84815;PRODUCT
wd_02403;PROFESSOR
wd_43719;PROFILE
wd_63503;PROFIT
wd_99626;PROGRAM
wd_71995;PROGRAMME
wd_90591;PROGRESS
wd_87304;PROJECT
wd_55904;PROMISE
wd_09651;PROPERTY
wd_87118;PROPOSAL
wd_44976;PROSPECT
wd_80466;PROTEST
wd_48689;PUBLIC
wd_11927;PURCHASE
wd_56539;PURPLE
wd_73156;PURPOSE
wd_80595;QUALITY
wd_64543;QUANTITY
wd_04431;QUARTER
wd_24751;QUESTION
wd_64115;QUOTATION
wd_74104;RACING
wd_84886;RAILWAY
wd_92692;REACTION
wd_15420;READER
wd_76503;READING
wd_63846;REALITY
wd_06634;REASON
wd_88249;RECEIPT
wd_73254;RECEPTION
wd_61585;RECIPE
wd_78318;RECORD
wd_01825;RECORDING
wd_25923;REDUCTION
wd_49016;REFERENCE
wd_42998;REGARD
wd_59632;REGION
wd_16193;REGISTER
wd_33337;REGRET
wd_02332;RELATION
wd_09766;RELATIVE
wd_43946;RELEASE
wd_22912;RELIEF
wd_26837;RELIGION
wd_39527;REMARK
wd_02466;REPAIR
wd_37814;REPEAT
wd_44902;REPORT
wd_23911;REPORTER
wd_08019;REQUEST
wd_34387;RESCUE
wd_09880;RESEARCH
wd_81484;RESERVE
wd_76569;RESIDENT
wd_11255;RESORT
wd_73303;RESOURCE
wd_20284;RESPECT
wd_49214;RESPONSE
wd_17845;RESULT
wd_96774;RETURN
wd_74682;REVIEW
wd_32586;REWARD
wd_19047;RHYTHM
wd_40451;ROUTINE
wd_57672;RUBBER
wd_12780;RUBBISH
wd_55164;RUNNER
wd_40795;RUNNING
wd_73886;SAFETY
wd_32885;SAILING
wd_51375;SAILOR
wd_12177;SALARY
wd_04743;SAMPLE
wd_44040;SANDWICH
wd_93055;SATELLITE
wd_48699;SAVING
wd_18519;SCHEDULE
wd_41006;SCHEME
wd_55654;SCHOOL
wd_69853;SCIENCE
wd_47887;SCIENTIST
wd_20438;SCREAM
wd_16295;SCREEN
wd_62785;SCRIPT
wd_83810;SCULPTURE
wd_95714;SEARCH
wd_09911;SEASON
wd_76640;SECOND
wd_07357;SECRET
wd_78430;SECRETARY
wd_82855;SECTION
wd_37701;SECTOR
wd_76589;SECURITY
wd_71393;SELECTION
wd_18289;SENTENCE
wd_63839;SEQUENCE
wd_41174;SERIES
wd_88295;SERVANT
wd_75710;SERVICE
wd_89697;SESSION
wd_73062;SETTING
wd_35103;SHADOW
wd_05225;SHELTER
wd_79406;SHOOTING
wd_15633;SHOPPING
wd_06135;SHOULDER
wd_93345;SHOWER
wd_11475;SIGNAL
wd_59947;SILENCE
wd_76770;SILVER
wd_61703;SINGER
wd_11159;SINGING
wd_81603;SINGLE
wd_46623;SISTER
wd_88113;SITUATION
wd_36531;SKIING
wd_85177;SMOKING
wd_62347;SOCCER
wd_96148;SOCIETY
wd_21617;SOFTWARE
wd_90276;SOLDIER
wd_61243;SOLUTION
wd_37606;SOURCE
wd_15976;SPEAKER
wd_04562;SPECIES
wd_37056;SPEECH
wd_36002;SPELLING
wd_27664;SPENDING
wd_95210;SPIDER
wd_02380;SPIRIT
wd_25356;SPONSOR
wd_30624;SPREAD
wd_01379;SPRING
wd_11450;SQUARE
wd_16367;STADIUM
wd_88195;STANDARD
wd_04017;STATEMENT
wd_36168;STATION
wd_75190;STATISTIC
wd_76348;STATUE
wd_41596;STATUS
wd_46011;STOMACH
wd_64278;STRANGER
wd_84914;STRATEGY
wd_29313;STREAM
wd_82081;STREET
wd_50817;STRENGTH
wd_75461;STRETCH
wd_58131;STRIKE
wd_91069;STRING
wd_26378;STRUCTURE
wd_17255;STRUGGLE
wd_97481;STUDENT
wd_36854;STUDIO
wd_43048;SUBJECT
wd_81071;SUBSTANCE
wd_61069;SUCCESS
wd_52581;SUMMARY
wd_45755;SUMMER
wd_66798;SUPPLY
wd_67794;SUPPORT
wd_42781;SUPPORTER
wd_02027;SURFACE
wd_01043;SURGERY
wd_28797;SURPRISE
wd_55021;SURVEY
wd_34001;SUSPECT
wd_87641;SWEATER
wd_42408;SWIMMING
wd_53119;SWITCH
wd_37293;SYMBOL
wd_90776;SYMPATHY
wd_99689;SYSTEM
wd_56020;TABLET
wd_17017;TALENT
wd_35622;TARGET
wd_96665;TEACHER
wd_36569;TEACHING
wd_03315;TECHNIQUE
wd_58499;TEENAGER
wd_50657;TELEPHONE
wd_72328;TENNIS
wd_64134;THANKS
wd_07338;THEATRE
wd_56615;THEORY
wd_98475;THERAPY
wd_48611;THINKING
wd_49268;THOUGHT
wd_36033;THREAT
wd_81693;THROAT
wd_60990;TICKET
wd_08834;TOILET
wd_20153;TOMATO
wd_67093;TOMORROW
wd_93836;TONGUE
wd_37028;TONIGHT
wd_95751;TOURISM
wd_08281;TOURIST
wd_02568;TRADITION
wd_77017;TRAFFIC
wd_16127;TRAINER
wd_43346;TRAINING
wd_61000;TRANSFER
wd_08219;TRANSPORT
wd_72691;TRAVEL
wd_77633;TRAVELLER
wd_29930;TROUBLE
wd_60277;TROUSERS
wd_84519;TUNNEL
wd_48538;UMBRELLA
wd_99944;UNDERWEAR
wd_58439;UNIFORM
wd_58150;UNIVERSE
wd_18232;UPDATE
wd_21706;VACATION
wd_95152;VALLEY
wd_70103;VARIETY
wd_02795;VEGETABLE
wd_07580;VEHICLE
wd_98862;VERSION
wd_54314;VICTIM
wd_13374;VICTORY
wd_66264;VIEWER
wd_34543;VILLAGE
wd_97860;VIOLENCE
wd_18159;VISION
wd_52014;VISITOR
wd_30889;VITAMIN
wd_37215;VOLUME
wd_27268;VOLUNTEER
wd_50673;WAITER
wd_68337;WARNING
wd_47829;WASHING
wd_84257;WEAKNESS
wd_04872;WEALTH
wd_76742;WEATHER
wd_84996;WEBSITE
wd_91769;WEDDING
wd_07665;WEEKEND
wd_28961;WEIGHT
wd_55406;WELCOME
wd_81385;WHISPER
wd_89561;WILDLIFE
wd_89990;WINDOW
wd_50662;WINNER
wd_09781;WINTER
wd_70110;WITNESS
wd_73650;WONDER
wd_97729;WORKER
wd_77565;WRITER
wd_13646;WRITING
wd_21360;YELLOW
wd_02074;YESTERDAY
